account_id,district_id,frequency,parseddate,year,month,day,date,event_timestamp
A00001624,53,Monthly Issuance,2016-04-22,2016,4,22,2016-04-22,2022-07-22 21:23:35.988334
A00000798,1,Monthly Issuance,2016-04-22,2016,4,22,2016-04-22,2022-07-23 18:17:16.988334
A00007240,17,Monthly Issuance,2016-04-23,2016,4,23,2016-04-23,2022-07-18 12:56:26.988334
A00004458,60,Monthly Issuance,2016-04-23,2016,4,23,2016-04-23,2022-07-23 19:51:50.988334
A00003596,59,Monthly Issuance,2016-04-23,2016,4,23,2016-04-23,2022-07-20 13:14:21.988334
A00001709,24,Monthly Issuance,2016-04-23,2016,4,23,2016-04-23,2022-07-21 06:29:10.988334
A00003859,53,Monthly Issuance,2016-04-23,2016,4,23,2016-04-23,2022-07-17 09:43:24.988334
A00000481,72,Monthly Issuance,2016-04-23,2016,4,23,2016-04-23,2022-07-17 01:46:35.988334
A00001070,62,Monthly Issuance,2016-04-23,2016,4,23,2016-04-23,2022-07-20 12:39:52.988334
A00003280,1,Monthly Issuance,2016-04-24,2016,4,24,2016-04-24,2022-07-17 14:22:43.988334
A00000689,1,Monthly Issuance,2016-04-24,2016,4,24,2016-04-24,2022-07-22 15:48:10.988334
A00004488,33,Monthly Issuance,2016-04-24,2016,4,24,2016-04-24,2022-07-17 21:05:27.988334
A00002246,1,Monthly Issuance,2016-04-25,2016,4,25,2016-04-25,2022-07-17 02:27:06.988334
A00003301,14,Monthly Issuance,2016-04-25,2016,4,25,2016-04-25,2022-07-20 11:09:45.988334
A00007997,10,Monthly Issuance,2016-04-25,2016,4,25,2016-04-25,2022-07-18 13:28:26.988334
A00001542,1,Monthly Issuance,2016-04-25,2016,4,25,2016-04-25,2022-07-23 08:28:30.988334
A00005395,47,Monthly Issuance,2016-04-26,2016,4,26,2016-04-26,2022-07-19 12:20:58.988334
A00000780,3,Monthly Issuance,2016-04-26,2016,4,26,2016-04-26,2022-07-15 10:04:42.988334
A00005505,1,Monthly Issuance,2016-04-26,2016,4,26,2016-04-26,2022-07-25 10:46:30.988334
A00003178,4,Monthly Issuance,2016-04-27,2016,4,27,2016-04-27,2022-07-22 11:54:16.988334
A00000500,56,Monthly Issuance,2016-04-27,2016,4,27,2016-04-27,2022-07-21 01:49:37.988334
A00003451,52,Monthly Issuance,2016-04-27,2016,4,27,2016-04-27,2022-07-17 23:05:12.988334
A00001304,40,Monthly Issuance,2016-04-27,2016,4,27,2016-04-27,2022-07-16 21:05:05.988334
A00003664,1,Monthly Issuance,2016-04-28,2016,4,28,2016-04-28,2022-07-17 13:16:53.988334
A00003038,10,Monthly Issuance,2016-04-28,2016,4,28,2016-04-28,2022-07-24 09:06:20.988334
A00000951,3,Monthly Issuance,2016-04-28,2016,4,28,2016-04-28,2022-07-15 21:26:51.988334
A00001529,1,Monthly Issuance,2016-04-28,2016,4,28,2016-04-28,2022-07-22 01:41:25.988334
A00003027,62,Monthly Issuance,2016-04-29,2016,4,29,2016-04-29,2022-07-23 18:50:16.988334
A00004342,74,Monthly Issuance,2016-04-29,2016,4,29,2016-04-29,2022-07-15 04:35:43.988334
A00001582,28,Monthly Issuance,2016-05-01,2016,5,1,2016-05-01,2022-07-23 17:13:27.988334
A00002730,23,Monthly Issuance,2016-05-02,2016,5,2,2016-05-02,2022-07-23 05:29:32.988334
A00008896,28,Issuance After Transaction,2016-05-02,2016,5,2,2016-05-02,2022-07-24 10:08:04.988334
A00001716,46,Monthly Issuance,2016-05-02,2016,5,2,2016-05-02,2022-07-22 03:48:12.988334
A00000986,74,Monthly Issuance,2016-05-02,2016,5,2,2016-05-02,2022-07-24 12:15:49.988334
A00001192,29,Monthly Issuance,2016-05-02,2016,5,2,2016-05-02,2022-07-22 16:00:20.988334
A00002116,70,Monthly Issuance,2016-05-02,2016,5,2,2016-05-02,2022-07-19 11:05:31.988334
A00004127,50,Monthly Issuance,2016-05-03,2016,5,3,2016-05-03,2022-07-22 04:19:19.988334
A00003791,1,Weekly Issuance,2016-05-03,2016,5,3,2016-05-03,2022-07-18 10:15:27.988334
A00003531,59,Monthly Issuance,2016-05-03,2016,5,3,2016-05-03,2022-07-16 04:49:13.988334
A00002994,77,Monthly Issuance,2016-05-03,2016,5,3,2016-05-03,2022-07-19 00:00:08.988334
A00001328,8,Monthly Issuance,2016-05-04,2016,5,4,2016-05-04,2022-07-25 07:27:17.988334
A00000097,74,Monthly Issuance,2016-05-05,2016,5,5,2016-05-05,2022-07-17 15:11:31.988334
A00003648,61,Monthly Issuance,2016-05-06,2016,5,6,2016-05-06,2022-07-22 11:45:26.988334
A00002591,1,Monthly Issuance,2016-05-06,2016,5,6,2016-05-06,2022-07-19 00:38:39.988334
A00001614,63,Monthly Issuance,2016-05-07,2016,5,7,2016-05-07,2022-07-20 20:25:21.988334
A00000706,49,Monthly Issuance,2016-05-07,2016,5,7,2016-05-07,2022-07-18 01:21:46.988334
A00002232,1,Monthly Issuance,2016-05-07,2016,5,7,2016-05-07,2022-07-16 01:39:01.988334
A00002946,54,Monthly Issuance,2016-05-07,2016,5,7,2016-05-07,2022-07-18 16:46:51.988334
A00002346,27,Monthly Issuance,2016-05-08,2016,5,8,2016-05-08,2022-07-24 13:20:05.988334
A00003736,54,Monthly Issuance,2016-05-08,2016,5,8,2016-05-08,2022-07-21 06:44:53.988334
A00003887,62,Monthly Issuance,2016-05-08,2016,5,8,2016-05-08,2022-07-20 18:01:31.988334
A00001672,5,Monthly Issuance,2016-05-08,2016,5,8,2016-05-08,2022-07-25 08:36:50.988334
A00001752,68,Monthly Issuance,2016-05-08,2016,5,8,2016-05-08,2022-07-15 19:00:17.988334
A00001996,6,Weekly Issuance,2016-05-08,2016,5,8,2016-05-08,2022-07-18 06:21:33.988334
A00001244,68,Monthly Issuance,2016-05-08,2016,5,8,2016-05-08,2022-07-20 18:08:00.988334
A00001213,36,Monthly Issuance,2016-05-08,2016,5,8,2016-05-08,2022-07-25 07:16:15.988334
A00003928,24,Monthly Issuance,2016-05-08,2016,5,8,2016-05-08,2022-07-18 03:49:18.988334
A00001045,3,Monthly Issuance,2016-05-09,2016,5,9,2016-05-09,2022-07-15 00:16:30.988334
A00000302,7,Monthly Issuance,2016-05-09,2016,5,9,2016-05-09,2022-07-15 11:03:54.988334
A00000444,26,Monthly Issuance,2016-05-09,2016,5,9,2016-05-09,2022-07-18 05:25:00.988334
A00002035,53,Monthly Issuance,2016-05-10,2016,5,10,2016-05-10,2022-07-18 01:53:00.988334
A00003942,27,Weekly Issuance,2016-05-10,2016,5,10,2016-05-10,2022-07-22 00:46:50.988334
A00009494,21,Monthly Issuance,2016-05-10,2016,5,10,2016-05-10,2022-07-19 03:53:43.988334
A00000913,59,Monthly Issuance,2016-05-10,2016,5,10,2016-05-10,2022-07-21 10:34:26.988334
A00003248,77,Monthly Issuance,2016-05-11,2016,5,11,2016-05-11,2022-07-24 21:36:34.988334
A00000051,67,Monthly Issuance,2016-05-11,2016,5,11,2016-05-11,2022-07-17 19:50:05.988334
A00000132,40,Issuance After Transaction,2016-05-11,2016,5,11,2016-05-11,2022-07-18 07:21:43.988334
A00003512,46,Monthly Issuance,2016-05-11,2016,5,11,2016-05-11,2022-07-15 01:59:58.988334
A00006792,1,Monthly Issuance,2016-05-11,2016,5,11,2016-05-11,2022-07-16 03:10:28.988334
A00000491,44,Monthly Issuance,2016-05-12,2016,5,12,2016-05-12,2022-07-22 19:07:59.988334
A00009513,59,Monthly Issuance,2016-05-12,2016,5,12,2016-05-12,2022-07-23 18:55:09.988334
A00000684,49,Monthly Issuance,2016-05-12,2016,5,12,2016-05-12,2022-07-19 16:22:12.988334
A00003285,43,Monthly Issuance,2016-05-12,2016,5,12,2016-05-12,2022-07-22 14:01:37.988334
A00003434,32,Monthly Issuance,2016-05-13,2016,5,13,2016-05-13,2022-07-20 10:00:21.988334
A00002619,20,Monthly Issuance,2016-05-13,2016,5,13,2016-05-13,2022-07-24 21:32:46.988334
A00006158,67,Monthly Issuance,2016-05-13,2016,5,13,2016-05-13,2022-07-24 01:45:00.988334
A00001013,59,Monthly Issuance,2016-05-13,2016,5,13,2016-05-13,2022-07-24 11:38:15.988334
A00003523,65,Monthly Issuance,2016-05-14,2016,5,14,2016-05-14,2022-07-17 05:07:47.988334
A00000136,74,Monthly Issuance,2016-05-14,2016,5,14,2016-05-14,2022-07-21 03:35:08.988334
A00000632,29,Monthly Issuance,2016-05-14,2016,5,14,2016-05-14,2022-07-20 08:35:12.988334
A00003769,3,Monthly Issuance,2016-05-14,2016,5,14,2016-05-14,2022-07-23 12:10:15.988334
A00002757,54,Monthly Issuance,2016-05-14,2016,5,14,2016-05-14,2022-07-21 05:40:20.988334
A00000360,32,Monthly Issuance,2016-05-14,2016,5,14,2016-05-14,2022-07-21 22:22:37.988334
A00009199,72,Monthly Issuance,2016-05-15,2016,5,15,2016-05-15,2022-07-25 12:11:10.988334
A00002752,74,Monthly Issuance,2016-05-15,2016,5,15,2016-05-15,2022-07-20 13:14:13.988334
A00010694,73,Weekly Issuance,2016-05-15,2016,5,15,2016-05-15,2022-07-22 23:46:24.988334
A00000076,52,Monthly Issuance,2016-05-16,2016,5,16,2016-05-16,2022-07-22 06:38:02.988334
A00001924,66,Monthly Issuance,2016-05-16,2016,5,16,2016-05-16,2022-07-22 10:45:18.988334
A00008772,1,Monthly Issuance,2016-05-16,2016,5,16,2016-05-16,2022-07-15 15:27:10.988334
A00002505,60,Monthly Issuance,2016-05-16,2016,5,16,2016-05-16,2022-07-24 21:30:56.988334
A00007542,54,Monthly Issuance,2016-05-16,2016,5,16,2016-05-16,2022-07-23 19:55:32.988334
A00001074,59,Monthly Issuance,2016-05-16,2016,5,16,2016-05-16,2022-07-23 06:03:17.988334
A00003495,54,Monthly Issuance,2016-05-17,2016,5,17,2016-05-17,2022-07-22 19:20:01.988334
A00001904,70,Monthly Issuance,2016-05-18,2016,5,18,2016-05-18,2022-07-24 14:01:03.988334
A00001040,19,Monthly Issuance,2016-05-18,2016,5,18,2016-05-18,2022-07-15 10:00:22.988334
A00000776,66,Monthly Issuance,2016-05-18,2016,5,18,2016-05-18,2022-07-17 12:43:30.988334
A00003162,63,Weekly Issuance,2016-05-18,2016,5,18,2016-05-18,2022-07-15 02:18:11.988334
A00000379,32,Monthly Issuance,2016-05-18,2016,5,18,2016-05-18,2022-07-15 19:42:14.988334
A00003731,70,Monthly Issuance,2016-05-20,2016,5,20,2016-05-20,2022-07-25 09:28:53.988334
A00001323,43,Monthly Issuance,2016-05-20,2016,5,20,2016-05-20,2022-07-16 11:33:50.988334
A00000580,75,Monthly Issuance,2016-05-20,2016,5,20,2016-05-20,2022-07-22 01:11:35.988334
A00002805,39,Monthly Issuance,2016-05-20,2016,5,20,2016-05-20,2022-07-22 08:26:45.988334
A00001399,45,Monthly Issuance,2016-05-20,2016,5,20,2016-05-20,2022-07-17 23:42:03.988334
A00001210,28,Monthly Issuance,2016-05-21,2016,5,21,2016-05-21,2022-07-15 07:50:00.988334
A00008972,70,Monthly Issuance,2016-05-21,2016,5,21,2016-05-21,2022-07-18 08:46:59.988334
A00000891,34,Monthly Issuance,2016-05-23,2016,5,23,2016-05-23,2022-07-25 00:12:25.988334
A00002888,19,Monthly Issuance,2016-05-23,2016,5,23,2016-05-23,2022-07-19 11:44:53.988334
A00000832,42,Monthly Issuance,2016-05-24,2016,5,24,2016-05-24,2022-07-22 08:26:38.988334
A00001905,34,Monthly Issuance,2016-05-25,2016,5,25,2016-05-25,2022-07-22 07:58:47.988334
A00007713,50,Weekly Issuance,2016-05-25,2016,5,25,2016-05-25,2022-07-22 08:45:01.988334
A00004099,54,Monthly Issuance,2016-05-26,2016,5,26,2016-05-26,2022-07-23 00:20:40.988334
A00003055,15,Monthly Issuance,2016-05-26,2016,5,26,2016-05-26,2022-07-19 00:58:41.988334
A00001715,60,Monthly Issuance,2016-05-26,2016,5,26,2016-05-26,2022-07-21 07:40:02.988334
A00001646,1,Weekly Issuance,2016-05-27,2016,5,27,2016-05-27,2022-07-20 18:47:44.988334
A00000612,1,Monthly Issuance,2016-05-27,2016,5,27,2016-05-27,2022-07-15 10:07:53.988334
A00000450,59,Monthly Issuance,2016-05-28,2016,5,28,2016-05-28,2022-07-21 10:15:17.988334
A00010445,72,Monthly Issuance,2016-05-29,2016,5,29,2016-05-29,2022-07-24 07:11:30.988334
A00000268,3,Monthly Issuance,2016-05-29,2016,5,29,2016-05-29,2022-07-23 10:25:48.988334
A00003240,35,Weekly Issuance,2016-05-29,2016,5,29,2016-05-29,2022-07-16 22:27:12.988334
A00000877,1,Monthly Issuance,2016-05-29,2016,5,29,2016-05-29,2022-07-19 01:21:30.988334
A00000621,52,Monthly Issuance,2016-06-01,2016,6,1,2016-06-01,2022-07-25 15:19:29.988334
A00001124,26,Monthly Issuance,2016-06-02,2016,6,2,2016-06-02,2022-07-15 18:53:17.988334
A00000687,27,Monthly Issuance,2016-06-02,2016,6,2,2016-06-02,2022-07-24 20:12:07.988334
A00003590,57,Monthly Issuance,2016-06-02,2016,6,2,2016-06-02,2022-07-24 06:06:49.988334
A00003459,76,Monthly Issuance,2016-06-02,2016,6,2,2016-06-02,2022-07-23 12:28:26.988334
A00002389,40,Monthly Issuance,2016-06-02,2016,6,2,2016-06-02,2022-07-22 07:24:14.988334
A00002837,46,Monthly Issuance,2016-06-02,2016,6,2,2016-06-02,2022-07-25 09:46:02.988334
A00002190,41,Weekly Issuance,2016-06-04,2016,6,4,2016-06-04,2022-07-19 07:38:59.988334
A00003746,70,Monthly Issuance,2016-06-04,2016,6,4,2016-06-04,2022-07-17 04:27:13.988334
A00002982,19,Monthly Issuance,2016-06-04,2016,6,4,2016-06-04,2022-07-16 04:11:56.988334
A00009263,68,Monthly Issuance,2016-06-04,2016,6,4,2016-06-04,2022-07-22 13:34:12.988334
A00001405,53,Monthly Issuance,2016-06-04,2016,6,4,2016-06-04,2022-07-19 07:56:58.988334
A00001954,72,Monthly Issuance,2016-06-05,2016,6,5,2016-06-05,2022-07-25 08:00:04.988334
A00001973,71,Monthly Issuance,2016-06-05,2016,6,5,2016-06-05,2022-07-20 02:35:55.988334
A00003448,58,Weekly Issuance,2016-06-06,2016,6,6,2016-06-06,2022-07-18 14:37:52.988334
A00001913,48,Monthly Issuance,2016-06-06,2016,6,6,2016-06-06,2022-07-17 15:02:24.988334
A00000958,72,Monthly Issuance,2016-06-06,2016,6,6,2016-06-06,2022-07-19 19:43:16.988334
A00003199,66,Monthly Issuance,2016-06-06,2016,6,6,2016-06-06,2022-07-18 03:54:30.988334
A00000375,68,Monthly Issuance,2016-06-07,2016,6,7,2016-06-07,2022-07-19 03:54:21.988334
A00001270,55,Issuance After Transaction,2016-06-07,2016,6,7,2016-06-07,2022-07-17 19:24:26.988334
A00009548,62,Monthly Issuance,2016-06-07,2016,6,7,2016-06-07,2022-07-24 17:37:38.988334
A00003522,16,Monthly Issuance,2016-06-07,2016,6,7,2016-06-07,2022-07-23 22:36:56.988334
A00000669,35,Monthly Issuance,2016-06-07,2016,6,7,2016-06-07,2022-07-17 06:09:26.988334
A00000732,38,Monthly Issuance,2016-06-07,2016,6,7,2016-06-07,2022-07-16 21:43:04.988334
A00004585,27,Monthly Issuance,2016-06-08,2016,6,8,2016-06-08,2022-07-20 04:00:46.988334
A00000171,46,Monthly Issuance,2016-06-08,2016,6,8,2016-06-08,2022-07-21 21:42:55.988334
A00003676,58,Monthly Issuance,2016-06-08,2016,6,8,2016-06-08,2022-07-15 00:21:45.988334
A00001082,2,Monthly Issuance,2016-06-08,2016,6,8,2016-06-08,2022-07-20 15:06:51.988334
A00006699,35,Monthly Issuance,2016-06-08,2016,6,8,2016-06-08,2022-07-22 05:46:19.988334
A00001219,1,Monthly Issuance,2016-06-08,2016,6,8,2016-06-08,2022-07-19 00:36:47.988334
A00004803,26,Monthly Issuance,2016-06-08,2016,6,8,2016-06-08,2022-07-18 00:18:54.988334
A00001528,50,Monthly Issuance,2016-06-08,2016,6,8,2016-06-08,2022-07-17 12:11:50.988334
A00009510,1,Monthly Issuance,2016-06-09,2016,6,9,2016-06-09,2022-07-15 16:18:07.988334
A00007926,69,Weekly Issuance,2016-06-09,2016,6,9,2016-06-09,2022-07-21 00:10:54.988334
A00003591,1,Issuance After Transaction,2016-06-09,2016,6,9,2016-06-09,2022-07-24 23:13:06.988334
A00001058,47,Monthly Issuance,2016-06-11,2016,6,11,2016-06-11,2022-07-21 09:21:29.988334
A00001431,41,Monthly Issuance,2016-06-11,2016,6,11,2016-06-11,2022-07-16 21:18:43.988334
A00000181,21,Monthly Issuance,2016-06-11,2016,6,11,2016-06-11,2022-07-24 16:50:04.988334
A00000603,62,Monthly Issuance,2016-06-11,2016,6,11,2016-06-11,2022-07-25 18:12:50.988334
A00000409,1,Monthly Issuance,2016-06-11,2016,6,11,2016-06-11,2022-07-22 12:44:50.988334
A00003584,55,Monthly Issuance,2016-06-12,2016,6,12,2016-06-12,2022-07-19 05:07:04.988334
A00000093,2,Monthly Issuance,2016-06-12,2016,6,12,2016-06-12,2022-07-22 09:28:35.988334
A00002104,48,Monthly Issuance,2016-06-12,2016,6,12,2016-06-12,2022-07-18 10:58:01.988334
A00002710,12,Monthly Issuance,2016-06-12,2016,6,12,2016-06-12,2022-07-22 05:38:37.988334
A00003957,33,Weekly Issuance,2016-06-13,2016,6,13,2016-06-13,2022-07-16 04:10:01.988334
A00001869,1,Monthly Issuance,2016-06-14,2016,6,14,2016-06-14,2022-07-19 20:27:51.988334
A00002397,70,Monthly Issuance,2016-06-14,2016,6,14,2016-06-14,2022-07-24 05:40:18.988334
A00002603,9,Monthly Issuance,2016-06-14,2016,6,14,2016-06-14,2022-07-16 00:48:41.988334
A00003723,2,Monthly Issuance,2016-06-14,2016,6,14,2016-06-14,2022-07-17 13:19:57.988334
A00003668,1,Monthly Issuance,2016-06-15,2016,6,15,2016-06-15,2022-07-18 17:00:30.988334
A00002400,40,Monthly Issuance,2016-06-15,2016,6,15,2016-06-15,2022-07-19 23:31:34.988334
A00003015,19,Monthly Issuance,2016-06-15,2016,6,15,2016-06-15,2022-07-25 03:30:16.988334
A00000558,10,Monthly Issuance,2016-06-15,2016,6,15,2016-06-15,2022-07-20 14:35:57.988334
A00003114,1,Monthly Issuance,2016-06-15,2016,6,15,2016-06-15,2022-07-25 09:34:18.988334
A00004626,9,Monthly Issuance,2016-06-15,2016,6,15,2016-06-15,2022-07-17 10:02:45.988334
A00001444,70,Monthly Issuance,2016-06-16,2016,6,16,2016-06-16,2022-07-19 15:30:17.988334
A00004447,62,Monthly Issuance,2016-06-16,2016,6,16,2016-06-16,2022-07-20 12:44:55.988334
A00003515,68,Monthly Issuance,2016-06-16,2016,6,16,2016-06-16,2022-07-25 16:34:24.988334
A00008158,48,Weekly Issuance,2016-06-16,2016,6,16,2016-06-16,2022-07-21 12:38:28.988334
A00000848,31,Monthly Issuance,2016-06-16,2016,6,16,2016-06-16,2022-07-16 14:21:51.988334
A00001086,37,Monthly Issuance,2016-06-17,2016,6,17,2016-06-17,2022-07-15 20:49:11.988334
A00002602,46,Monthly Issuance,2016-06-17,2016,6,17,2016-06-17,2022-07-21 20:03:29.988334
A00004768,39,Monthly Issuance,2016-06-17,2016,6,17,2016-06-17,2022-07-15 17:46:29.988334
A00000507,52,Monthly Issuance,2016-06-17,2016,6,17,2016-06-17,2022-07-17 04:13:57.988334
A00003647,77,Monthly Issuance,2016-06-17,2016,6,17,2016-06-17,2022-07-15 03:36:14.988334
A00003180,1,Monthly Issuance,2016-06-18,2016,6,18,2016-06-18,2022-07-19 13:28:06.988334
A00001271,17,Monthly Issuance,2016-06-18,2016,6,18,2016-06-18,2022-07-15 06:47:56.988334
A00002870,1,Monthly Issuance,2016-06-18,2016,6,18,2016-06-18,2022-07-23 21:41:56.988334
A00003645,36,Monthly Issuance,2016-06-18,2016,6,18,2016-06-18,2022-07-15 12:55:53.988334
A00003239,5,Monthly Issuance,2016-06-19,2016,6,19,2016-06-19,2022-07-20 20:19:04.988334
A00003485,53,Monthly Issuance,2016-06-19,2016,6,19,2016-06-19,2022-07-18 21:11:03.988334
A00000567,15,Monthly Issuance,2016-06-19,2016,6,19,2016-06-19,2022-07-15 04:47:46.988334
A00000373,67,Monthly Issuance,2016-06-20,2016,6,20,2016-06-20,2022-07-24 09:01:08.988334
A00002977,28,Monthly Issuance,2016-06-20,2016,6,20,2016-06-20,2022-07-23 11:18:08.988334
A00000488,25,Monthly Issuance,2016-06-20,2016,6,20,2016-06-20,2022-07-24 18:23:45.988334
A00003120,1,Monthly Issuance,2016-06-20,2016,6,20,2016-06-20,2022-07-19 07:30:09.988334
A00003801,1,Monthly Issuance,2016-06-20,2016,6,20,2016-06-20,2022-07-16 13:51:38.988334
A00000072,1,Weekly Issuance,2016-06-20,2016,6,20,2016-06-20,2022-07-24 23:41:48.988334
A00010361,21,Monthly Issuance,2016-06-21,2016,6,21,2016-06-21,2022-07-18 08:51:19.988334
A00000587,19,Monthly Issuance,2016-06-21,2016,6,21,2016-06-21,2022-07-19 22:28:09.988334
A00001097,67,Monthly Issuance,2016-06-22,2016,6,22,2016-06-22,2022-07-24 13:58:20.988334
A00003206,38,Monthly Issuance,2016-06-22,2016,6,22,2016-06-22,2022-07-15 04:38:03.988334
A00003696,1,Monthly Issuance,2016-06-22,2016,6,22,2016-06-22,2022-07-17 19:03:36.988334
A00002387,70,Monthly Issuance,2016-06-22,2016,6,22,2016-06-22,2022-07-17 09:05:59.988334
A00003585,1,Monthly Issuance,2016-06-23,2016,6,23,2016-06-23,2022-07-21 20:30:20.988334
A00002706,47,Monthly Issuance,2016-06-23,2016,6,23,2016-06-23,2022-07-21 20:13:12.988334
A00002773,38,Monthly Issuance,2016-06-23,2016,6,23,2016-06-23,2022-07-23 18:20:24.988334
A00001781,10,Monthly Issuance,2016-06-23,2016,6,23,2016-06-23,2022-07-16 19:53:17.988334
A00000962,64,Monthly Issuance,2016-06-24,2016,6,24,2016-06-24,2022-07-17 21:50:15.988334
A00002395,3,Monthly Issuance,2016-06-24,2016,6,24,2016-06-24,2022-07-21 14:52:16.988334
A00003227,1,Monthly Issuance,2016-06-24,2016,6,24,2016-06-24,2022-07-15 17:58:07.988334
A00002295,57,Monthly Issuance,2016-06-25,2016,6,25,2016-06-25,2022-07-21 08:26:19.988334
A00009631,11,Monthly Issuance,2016-06-25,2016,6,25,2016-06-25,2022-07-19 10:23:00.988334
A00000140,24,Monthly Issuance,2016-06-25,2016,6,25,2016-06-25,2022-07-24 12:20:35.988334
A00000788,12,Monthly Issuance,2016-06-25,2016,6,25,2016-06-25,2022-07-17 08:03:19.988334
A00002040,75,Monthly Issuance,2016-06-25,2016,6,25,2016-06-25,2022-07-17 18:29:17.988334
A00001029,26,Monthly Issuance,2016-06-25,2016,6,25,2016-06-25,2022-07-23 02:39:06.988334
A00003318,62,Monthly Issuance,2016-06-25,2016,6,25,2016-06-25,2022-07-15 10:46:47.988334
A00002420,35,Monthly Issuance,2016-06-25,2016,6,25,2016-06-25,2022-07-19 06:08:07.988334
A00003432,1,Monthly Issuance,2016-06-25,2016,6,25,2016-06-25,2022-07-18 15:15:44.988334
A00006688,16,Monthly Issuance,2016-06-25,2016,6,25,2016-06-25,2022-07-23 11:20:50.988334
A00003899,22,Monthly Issuance,2016-06-25,2016,6,25,2016-06-25,2022-07-17 06:29:56.988334
A00001275,32,Monthly Issuance,2016-06-26,2016,6,26,2016-06-26,2022-07-23 11:41:49.988334
A00001087,55,Monthly Issuance,2016-06-26,2016,6,26,2016-06-26,2022-07-20 04:58:45.988334
A00001396,46,Monthly Issuance,2016-06-26,2016,6,26,2016-06-26,2022-07-17 06:52:08.988334
A00003573,59,Monthly Issuance,2016-06-27,2016,6,27,2016-06-27,2022-07-21 23:02:54.988334
A00003149,57,Monthly Issuance,2016-06-27,2016,6,27,2016-06-27,2022-07-18 07:30:12.988334
A00001007,1,Monthly Issuance,2016-06-28,2016,6,28,2016-06-28,2022-07-20 18:05:50.988334
A00004379,44,Monthly Issuance,2016-06-28,2016,6,28,2016-06-28,2022-07-24 22:37:37.988334
A00002950,62,Monthly Issuance,2016-06-28,2016,6,28,2016-06-28,2022-07-21 15:43:59.988334
A00003793,5,Monthly Issuance,2016-06-28,2016,6,28,2016-06-28,2022-07-22 20:25:32.988334
A00003588,33,Monthly Issuance,2016-06-28,2016,6,28,2016-06-28,2022-07-19 19:26:35.988334
A00000878,52,Monthly Issuance,2016-06-29,2016,6,29,2016-06-29,2022-07-18 15:10:41.988334
A00003864,33,Monthly Issuance,2016-07-01,2016,7,1,2016-07-01,2022-07-22 09:58:13.988334
A00001266,57,Monthly Issuance,2016-07-01,2016,7,1,2016-07-01,2022-07-18 22:00:25.988334
A00003089,12,Weekly Issuance,2016-07-02,2016,7,2,2016-07-02,2022-07-19 08:31:55.988334
A00007181,77,Issuance After Transaction,2016-07-02,2016,7,2,2016-07-02,2022-07-24 23:55:35.988334
A00001241,53,Monthly Issuance,2016-07-02,2016,7,2,2016-07-02,2022-07-21 15:46:03.988334
A00001004,70,Monthly Issuance,2016-07-02,2016,7,2,2016-07-02,2022-07-18 13:52:27.988334
A00002344,13,Monthly Issuance,2016-07-02,2016,7,2,2016-07-02,2022-07-17 08:51:36.988334
A00002530,74,Monthly Issuance,2016-07-02,2016,7,2,2016-07-02,2022-07-19 22:10:47.988334
A00000170,59,Monthly Issuance,2016-07-02,2016,7,2,2016-07-02,2022-07-23 15:53:57.988334
A00002319,58,Monthly Issuance,2016-07-02,2016,7,2,2016-07-02,2022-07-21 17:20:16.988334
A00007033,75,Monthly Issuance,2016-07-03,2016,7,3,2016-07-03,2022-07-24 18:03:14.988334
A00000088,31,Monthly Issuance,2016-07-03,2016,7,3,2016-07-03,2022-07-23 16:05:17.988334
A00001480,41,Weekly Issuance,2016-07-03,2016,7,3,2016-07-03,2022-07-20 11:03:41.988334
A00002526,16,Monthly Issuance,2016-07-04,2016,7,4,2016-07-04,2022-07-23 07:17:37.988334
A00002604,68,Monthly Issuance,2016-07-04,2016,7,4,2016-07-04,2022-07-19 11:11:52.988334
A00005269,49,Monthly Issuance,2016-07-04,2016,7,4,2016-07-04,2022-07-17 02:39:10.988334
A00003563,1,Monthly Issuance,2016-07-04,2016,7,4,2016-07-04,2022-07-19 21:15:20.988334
A00003550,68,Monthly Issuance,2016-07-04,2016,7,4,2016-07-04,2022-07-22 17:40:18.988334
A00001903,11,Monthly Issuance,2016-07-05,2016,7,5,2016-07-05,2022-07-17 18:46:09.988334
A00003153,2,Monthly Issuance,2016-07-05,2016,7,5,2016-07-05,2022-07-24 17:39:40.988334
A00000265,19,Monthly Issuance,2016-07-05,2016,7,5,2016-07-05,2022-07-25 09:26:59.988334
A00002812,18,Monthly Issuance,2016-07-05,2016,7,5,2016-07-05,2022-07-19 11:16:04.988334
A00001609,41,Monthly Issuance,2016-07-05,2016,7,5,2016-07-05,2022-07-18 05:36:38.988334
A00002737,69,Monthly Issuance,2016-07-06,2016,7,6,2016-07-06,2022-07-24 11:22:19.988334
A00007101,54,Monthly Issuance,2016-07-06,2016,7,6,2016-07-06,2022-07-25 04:32:56.988334
A00000313,73,Monthly Issuance,2016-07-06,2016,7,6,2016-07-06,2022-07-18 12:38:43.988334
A00002593,5,Monthly Issuance,2016-07-06,2016,7,6,2016-07-06,2022-07-17 04:21:07.988334
A00001232,48,Monthly Issuance,2016-07-06,2016,7,6,2016-07-06,2022-07-16 20:46:28.988334
A00002108,74,Monthly Issuance,2016-07-06,2016,7,6,2016-07-06,2022-07-23 04:51:56.988334
A00003694,70,Monthly Issuance,2016-07-06,2016,7,6,2016-07-06,2022-07-24 17:10:49.988334
