disp_id,client_id,account_id,type,event_timestamp
D00002687,2687,A00002218,User,2022-07-18 04:13:51.719715
D00002688,2688,A00002219,Owner,2022-07-18 13:10:28.719715
D00002689,2689,A00002220,Owner,2022-07-23 11:15:50.719715
D00002690,2690,A00002221,Owner,2022-07-18 13:44:34.719715
D00002691,2691,A00002222,Owner,2022-07-20 06:42:43.719715
D00002692,2692,A00002223,Owner,2022-07-15 05:15:48.719715
D00002693,2693,A00002224,Owner,2022-07-19 13:35:43.719715
D00002694,2694,A00002225,Owner,2022-07-18 03:50:11.719715
D00002695,2695,A00002225,User,2022-07-23 05:45:13.719715
D00002696,2696,A00002226,Owner,2022-07-22 17:50:00.719715
D00002697,2697,A00002226,User,2022-07-19 12:00:21.719715
D00002698,2698,A00002227,Owner,2022-07-21 11:17:10.719715
D00002699,2699,A00002227,User,2022-07-22 00:51:20.719715
D00002700,2700,A00002228,Owner,2022-07-16 19:42:04.719715
D00002701,2701,A00002229,Owner,2022-07-17 17:25:57.719715
D00002702,2702,A00002230,Owner,2022-07-16 23:38:56.719715
D00002703,2703,A00002231,Owner,2022-07-25 12:34:17.719715
D00002704,2704,A00002232,Owner,2022-07-24 20:29:38.719715
D00002705,2705,A00002233,Owner,2022-07-23 15:57:09.719715
D00002706,2706,A00002234,Owner,2022-07-23 09:09:45.719715
D00002707,2707,A00002235,Owner,2022-07-16 04:00:29.719715
D00002708,2708,A00002236,Owner,2022-07-15 03:20:13.719715
D00002709,2709,A00002237,Owner,2022-07-24 22:47:42.719715
D00002712,2712,A00002239,Owner,2022-07-24 15:06:38.719715
D00002713,2713,A00002240,Owner,2022-07-24 07:58:45.719715
D00002714,2714,A00002241,Owner,2022-07-19 11:58:55.719715
D00002715,2715,A00002242,Owner,2022-07-15 09:49:28.719715
D00002716,2716,A00002243,Owner,2022-07-17 20:11:24.719715
D00002717,2717,A00002244,Owner,2022-07-17 19:54:34.719715
D00002718,2718,A00002244,User,2022-07-20 00:01:52.719715
D00002719,2719,A00002245,Owner,2022-07-22 14:47:19.719715
D00002720,2720,A00002246,Owner,2022-07-16 16:53:39.719715
D00002721,2721,A00002247,Owner,2022-07-24 15:11:33.719715
D00002724,2724,A00002250,Owner,2022-07-16 07:04:42.719715
D00002726,2726,A00002252,Owner,2022-07-18 14:52:33.719715
D00002727,2727,A00002252,User,2022-07-19 16:54:17.719715
D00002728,2728,A00002253,Owner,2022-07-15 23:03:17.719715
D00002729,2729,A00002254,Owner,2022-07-17 08:21:57.719715
D00002730,2730,A00002255,Owner,2022-07-15 19:50:52.719715
D00002731,2731,A00002256,Owner,2022-07-20 04:02:42.719715
D00002732,2732,A00002257,Owner,2022-07-17 14:00:09.719715
D00002733,2733,A00002258,Owner,2022-07-20 20:12:00.719715
D00002734,2734,A00002258,User,2022-07-16 10:41:48.719715
D00002735,2735,A00002259,Owner,2022-07-17 04:07:57.719715
D00002736,2736,A00002260,Owner,2022-07-15 06:34:09.719715
D00002738,2738,A00002261,Owner,2022-07-23 11:52:26.719715
D00002739,2739,A00002262,Owner,2022-07-24 19:01:17.719715
D00002740,2740,A00002263,Owner,2022-07-24 22:40:33.719715
D00002741,2741,A00002264,Owner,2022-07-22 19:50:18.719715
D00002742,2742,A00002265,Owner,2022-07-16 23:00:10.719715
D00002743,2743,A00002266,Owner,2022-07-16 22:29:54.719715
D00002744,2744,A00002266,User,2022-07-24 13:48:49.719715
D00002745,2745,A00002267,Owner,2022-07-16 05:23:20.719715
D00002746,2746,A00002268,Owner,2022-07-20 13:37:39.719715
D00002747,2747,A00002269,Owner,2022-07-19 05:05:10.719715
D00002748,2748,A00002269,User,2022-07-19 11:45:31.719715
D00002749,2749,A00002270,Owner,2022-07-25 00:30:18.719715
D00002750,2750,A00002270,User,2022-07-16 15:58:31.719715
D00002751,2751,A00002271,Owner,2022-07-25 11:10:54.719715
D00002752,2752,A00002272,Owner,2022-07-20 17:20:45.719715
D00002754,2754,A00002274,Owner,2022-07-18 15:09:39.719715
D00002755,2755,A00002275,Owner,2022-07-17 22:45:46.719715
D00002756,2756,A00002276,Owner,2022-07-24 02:16:23.719715
D00002758,2758,A00002278,Owner,2022-07-23 08:26:50.719715
D00002759,2759,A00002279,Owner,2022-07-22 14:22:41.719715
D00002760,2760,A00002280,Owner,2022-07-21 08:17:18.719715
D00002761,2761,A00002281,Owner,2022-07-18 00:26:18.719715
D00002762,2762,A00002282,Owner,2022-07-21 14:59:46.719715
D00002765,2765,A00002285,Owner,2022-07-21 10:11:55.719715
D00002766,2766,A00002286,Owner,2022-07-16 10:34:57.719715
D00002767,2767,A00002286,User,2022-07-16 02:22:44.719715
D00002768,2768,A00002287,Owner,2022-07-17 00:35:25.719715
D00002769,2769,A00002288,Owner,2022-07-17 05:24:03.719715
D00002770,2770,A00002289,Owner,2022-07-15 03:21:29.719715
D00002771,2771,A00002290,Owner,2022-07-19 06:19:16.719715
D00002772,2772,A00002290,User,2022-07-18 19:45:48.719715
D00002773,2773,A00002291,Owner,2022-07-17 03:37:00.719715
D00002774,2774,A00002291,User,2022-07-15 14:37:31.719715
D00002775,2775,A00002292,Owner,2022-07-19 01:00:53.719715
D00002776,2776,A00002293,Owner,2022-07-15 19:42:24.719715
D00002777,2777,A00002294,Owner,2022-07-22 10:16:02.719715
D00002778,2778,A00002295,Owner,2022-07-15 00:56:41.719715
D00002779,2779,A00002296,Owner,2022-07-23 07:30:41.719715
D00002780,2780,A00002296,User,2022-07-15 21:07:45.719715
D00002781,2781,A00002297,Owner,2022-07-15 20:55:00.719715
D00002782,2782,A00002298,Owner,2022-07-21 23:32:35.719715
D00002783,2783,A00002299,Owner,2022-07-20 14:37:29.719715
D00002784,2784,A00002300,Owner,2022-07-21 10:47:13.719715
D00002785,2785,A00002301,Owner,2022-07-19 05:09:17.719715
D00002786,2786,A00002302,Owner,2022-07-18 16:18:16.719715
D00002787,2787,A00002303,Owner,2022-07-20 03:30:31.719715
D00002788,2788,A00002304,Owner,2022-07-20 10:03:12.719715
D00002789,2789,A00002305,Owner,2022-07-19 20:08:34.719715
D00002790,2790,A00002306,Owner,2022-07-18 17:18:40.719715
D00002791,2791,A00002307,Owner,2022-07-15 12:36:10.719715
D00002794,2794,A00002309,Owner,2022-07-15 16:41:26.719715
D00002795,2795,A00002309,User,2022-07-23 05:14:34.719715
D00002796,2796,A00002310,Owner,2022-07-20 00:01:19.719715
D00002797,2797,A00002311,Owner,2022-07-22 05:25:52.719715
D00002798,2798,A00002312,Owner,2022-07-19 19:34:07.719715
D00002799,2799,A00002313,Owner,2022-07-15 16:31:03.719715
D00002800,2800,A00002314,Owner,2022-07-22 16:04:56.719715
D00002801,2801,A00002315,Owner,2022-07-19 14:30:40.719715
D00002802,2802,A00002316,Owner,2022-07-18 00:59:01.719715
D00002803,2803,A00002317,Owner,2022-07-21 02:18:07.719715
D00002804,2804,A00002317,User,2022-07-21 16:39:02.719715
D00002805,2805,A00002318,Owner,2022-07-16 20:53:51.719715
D00002806,2806,A00002319,Owner,2022-07-16 18:04:35.719715
D00002808,2808,A00002321,Owner,2022-07-15 07:09:50.719715
D00002809,2809,A00002322,Owner,2022-07-21 08:13:56.719715
D00002810,2810,A00002323,Owner,2022-07-16 06:11:35.719715
D00002811,2811,A00002324,Owner,2022-07-15 08:15:34.719715
D00002812,2812,A00002325,Owner,2022-07-16 21:23:23.719715
D00002813,2813,A00002326,Owner,2022-07-15 06:56:27.719715
D00002814,2814,A00002327,Owner,2022-07-17 20:11:06.719715
D00002815,2815,A00002328,Owner,2022-07-21 10:15:10.719715
D00002816,2816,A00002328,User,2022-07-17 13:09:59.719715
D00002817,2817,A00002329,Owner,2022-07-22 14:04:39.719715
D00002818,2818,A00002330,Owner,2022-07-23 23:42:42.719715
D00002819,2819,A00002331,Owner,2022-07-17 03:18:53.719715
D00002820,2820,A00002332,Owner,2022-07-25 12:31:58.719715
D00002821,2821,A00002333,Owner,2022-07-22 19:48:37.719715
D00002822,2822,A00002334,Owner,2022-07-20 04:28:46.719715
D00002823,2823,A00002335,Owner,2022-07-19 20:03:22.719715
D00002824,2824,A00002336,Owner,2022-07-21 05:03:52.719715
D00002825,2825,A00002337,Owner,2022-07-20 13:05:24.719715
D00002826,2826,A00002338,Owner,2022-07-15 14:23:06.719715
D00002827,2827,A00002339,Owner,2022-07-19 12:52:04.719715
D00002828,2828,A00002340,Owner,2022-07-19 00:48:51.719715
D00002829,2829,A00002341,Owner,2022-07-16 07:33:39.719715
D00002830,2830,A00002342,Owner,2022-07-17 04:24:48.719715
D00002831,2831,A00002343,Owner,2022-07-25 09:05:08.719715
D00002832,2832,A00002344,Owner,2022-07-24 10:11:42.719715
D00002833,2833,A00002344,User,2022-07-17 18:51:18.719715
D00002834,2834,A00002345,Owner,2022-07-24 23:21:58.719715
D00002835,2835,A00002346,Owner,2022-07-17 09:25:17.719715
D00002836,2836,A00002347,Owner,2022-07-15 14:46:43.719715
D00002837,2837,A00002347,User,2022-07-22 20:19:32.719715
D00002838,2838,A00002348,Owner,2022-07-15 19:51:30.719715
D00002839,2839,A00002349,Owner,2022-07-24 05:00:34.719715
D00002840,2840,A00002349,User,2022-07-21 11:33:10.719715
D00002841,2841,A00002350,Owner,2022-07-20 19:40:00.719715
D00002842,2842,A00002351,Owner,2022-07-21 01:13:10.719715
D00002843,2843,A00002352,Owner,2022-07-25 16:07:44.719715
D00002844,2844,A00002353,Owner,2022-07-16 00:59:00.719715
D00002845,2845,A00002354,Owner,2022-07-25 13:23:13.719715
D00002846,2846,A00002355,Owner,2022-07-16 05:51:24.719715
D00002847,2847,A00002356,Owner,2022-07-16 05:16:27.719715
D00002848,2848,A00002356,User,2022-07-18 18:05:44.719715
D00002849,2849,A00002357,Owner,2022-07-23 02:16:34.719715
D00002850,2850,A00002358,Owner,2022-07-24 07:48:53.719715
D00002851,2851,A00002359,Owner,2022-07-24 17:38:11.719715
D00002852,2852,A00002360,Owner,2022-07-19 07:03:32.719715
D00002853,2853,A00002361,Owner,2022-07-20 17:43:29.719715
D00002854,2854,A00002362,Owner,2022-07-16 07:56:11.719715
D00002855,2855,A00002362,User,2022-07-24 00:37:10.719715
D00002856,2856,A00002363,Owner,2022-07-24 23:22:49.719715
D00002857,2857,A00002364,Owner,2022-07-16 04:07:11.719715
D00002858,2858,A00002365,Owner,2022-07-18 03:18:06.719715
D00002859,2859,A00002366,Owner,2022-07-20 00:33:37.719715
D00002860,2860,A00002367,Owner,2022-07-20 05:57:09.719715
D00002862,2862,A00002369,Owner,2022-07-19 11:25:13.719715
D00002863,2863,A00002369,User,2022-07-24 17:13:28.719715
D00002864,2864,A00002370,Owner,2022-07-25 21:42:38.719715
D00002865,2865,A00002371,Owner,2022-07-24 16:40:41.719715
D00002866,2866,A00002371,User,2022-07-15 03:02:28.719715
D00002867,2867,A00002372,Owner,2022-07-18 18:38:13.719715
D00002868,2868,A00002373,Owner,2022-07-20 23:53:31.719715
D00002869,2869,A00002374,Owner,2022-07-16 16:45:24.719715
D00002870,2870,A00002375,Owner,2022-07-21 09:29:26.719715
D00002871,2871,A00002376,Owner,2022-07-16 20:54:13.719715
D00002872,2872,A00002377,Owner,2022-07-21 11:35:55.719715
D00002873,2873,A00002378,Owner,2022-07-24 23:07:45.719715
D00002874,2874,A00002379,Owner,2022-07-25 03:48:31.719715
D00002875,2875,A00002380,Owner,2022-07-18 08:06:56.719715
D00002876,2876,A00002381,Owner,2022-07-17 15:27:47.719715
D00002877,2877,A00002382,Owner,2022-07-17 09:35:12.719715
D00002878,2878,A00002383,Owner,2022-07-16 06:23:51.719715
D00002879,2879,A00002384,Owner,2022-07-16 22:18:49.719715
D00002880,2880,A00002385,Owner,2022-07-21 08:54:57.719715
D00002881,2881,A00002386,Owner,2022-07-22 17:40:46.719715
D00002882,2882,A00002387,Owner,2022-07-25 20:37:07.719715
D00002883,2883,A00002388,Owner,2022-07-17 07:15:06.719715
D00002884,2884,A00002389,Owner,2022-07-23 08:58:59.719715
D00002885,2885,A00002390,Owner,2022-07-23 02:58:18.719715
D00002886,2886,A00002390,User,2022-07-21 22:16:19.719715
D00002887,2887,A00002391,Owner,2022-07-22 19:42:02.719715
D00002888,2888,A00002392,Owner,2022-07-19 14:50:13.719715
D00002889,2889,A00002393,Owner,2022-07-16 05:32:34.719715
D00002890,2890,A00002394,Owner,2022-07-24 15:42:23.719715
D00002891,2891,A00002394,User,2022-07-17 15:55:09.719715
D00002892,2892,A00002395,Owner,2022-07-24 14:16:33.719715
D00002893,2893,A00002396,Owner,2022-07-23 19:12:08.719715
D00002894,2894,A00002397,Owner,2022-07-20 10:41:54.719715
D00002895,2895,A00002398,Owner,2022-07-21 15:06:29.719715
D00002896,2896,A00002399,Owner,2022-07-23 23:56:08.719715
D00002897,2897,A00002400,Owner,2022-07-22 15:00:11.719715
D00002898,2898,A00002400,User,2022-07-21 15:28:38.719715
D00002899,2899,A00002401,Owner,2022-07-19 00:09:43.719715
D00002900,2900,A00002402,Owner,2022-07-19 00:23:58.719715
D00002901,2901,A00002403,Owner,2022-07-25 21:32:23.719715
D00002902,2902,A00002404,Owner,2022-07-17 11:34:56.719715
D00002903,2903,A00002404,User,2022-07-25 20:26:24.719715
D00002904,2904,A00002405,Owner,2022-07-25 23:58:44.719715
D00002905,2905,A00002405,User,2022-07-22 07:27:22.719715
D00002906,2906,A00002406,Owner,2022-07-19 14:59:29.719715
D00002907,2907,A00002406,User,2022-07-17 17:43:19.719715
D00002908,2908,A00002407,Owner,2022-07-16 19:48:21.719715
D00002909,2909,A00002408,Owner,2022-07-24 02:02:57.719715
D00002910,2910,A00002409,Owner,2022-07-17 20:08:35.719715
D00002911,2911,A00002410,Owner,2022-07-16 01:36:02.719715
D00002912,2912,A00002410,User,2022-07-24 06:38:36.719715
D00002913,2913,A00002411,Owner,2022-07-20 13:32:35.719715
D00002915,2915,A00002413,Owner,2022-07-21 05:20:11.719715
D00002916,2916,A00002414,Owner,2022-07-20 17:29:09.719715
D00002917,2917,A00002415,Owner,2022-07-24 12:22:11.719715
D00002918,2918,A00002416,Owner,2022-07-19 03:22:58.719715
D00002919,2919,A00002416,User,2022-07-18 20:07:46.719715
D00002920,2920,A00002417,Owner,2022-07-20 02:14:26.719715
D00002921,2921,A00002418,Owner,2022-07-20 07:53:08.719715
D00002922,2922,A00002419,Owner,2022-07-21 20:38:00.719715
D00002923,2923,A00002420,Owner,2022-07-18 09:16:34.719715
D00002924,2924,A00002421,Owner,2022-07-23 22:54:39.719715
D00002925,2925,A00002421,User,2022-07-24 06:29:38.719715
D00002926,2926,A00002422,Owner,2022-07-25 13:34:17.719715
D00002927,2927,A00002422,User,2022-07-22 05:19:40.719715
D00002928,2928,A00002423,Owner,2022-07-23 04:45:21.719715
D00002929,2929,A00002424,Owner,2022-07-23 21:41:05.719715
D00002930,2930,A00002425,Owner,2022-07-25 17:48:20.719715
D00002932,2932,A00002427,Owner,2022-07-24 00:44:39.719715
D00002933,2933,A00002428,Owner,2022-07-15 23:58:38.719715
D00002934,2934,A00002428,User,2022-07-25 17:46:35.719715
D00002935,2935,A00002429,Owner,2022-07-23 05:49:26.719715
D00002936,2936,A00002430,Owner,2022-07-25 00:58:23.719715
D00002937,2937,A00002431,Owner,2022-07-19 22:31:24.719715
D00002938,2938,A00002432,Owner,2022-07-16 18:53:01.719715
D00002939,2939,A00002433,Owner,2022-07-24 17:39:10.719715
D00002940,2940,A00002434,Owner,2022-07-15 18:07:00.719715
D00002941,2941,A00002435,Owner,2022-07-19 06:27:36.719715
D00002942,2942,A00002436,Owner,2022-07-15 08:30:19.719715
D00002943,2943,A00002437,Owner,2022-07-22 00:27:52.719715
D00002944,2944,A00002438,Owner,2022-07-25 04:39:29.719715
D00002945,2945,A00002439,Owner,2022-07-18 11:00:06.719715
D00002946,2946,A00002439,User,2022-07-16 01:31:05.719715
D00002947,2947,A00002440,Owner,2022-07-16 20:39:35.719715
D00002948,2948,A00002441,Owner,2022-07-24 17:29:05.719715
D00002949,2949,A00002442,Owner,2022-07-16 09:40:09.719715
D00002950,2950,A00002443,Owner,2022-07-24 00:36:44.719715
D00002951,2951,A00002444,Owner,2022-07-16 17:05:08.719715
D00002952,2952,A00002445,Owner,2022-07-15 19:18:57.719715
D00002953,2953,A00002446,Owner,2022-07-23 12:44:01.719715
D00002954,2954,A00002447,Owner,2022-07-19 22:22:54.719715
D00002955,2955,A00002447,User,2022-07-23 23:23:04.719715
D00002956,2956,A00002448,Owner,2022-07-24 02:53:50.719715
D00002957,2957,A00002449,Owner,2022-07-18 01:39:04.719715
D00002958,2958,A00002450,Owner,2022-07-24 18:42:37.719715
D00002959,2959,A00002451,Owner,2022-07-22 03:05:51.719715
D00002960,2960,A00002452,Owner,2022-07-25 07:54:18.719715
D00002961,2961,A00002452,User,2022-07-25 23:06:25.719715
D00002962,2962,A00002453,Owner,2022-07-16 03:29:56.719715
D00002963,2963,A00002453,User,2022-07-16 05:41:44.719715
D00002964,2964,A00002454,Owner,2022-07-25 14:53:13.719715
D00002965,2965,A00002455,Owner,2022-07-20 18:40:09.719715
D00002966,2966,A00002456,Owner,2022-07-23 20:37:21.719715
D00002967,2967,A00002457,Owner,2022-07-23 21:30:27.719715
D00002968,2968,A00002458,Owner,2022-07-25 18:05:35.719715
D00002969,2969,A00002459,Owner,2022-07-15 15:01:18.719715
D00002970,2970,A00002459,User,2022-07-25 21:01:38.719715
D00002971,2971,A00002460,Owner,2022-07-21 03:26:14.719715
D00002972,2972,A00002461,Owner,2022-07-22 22:13:07.719715
D00002974,2974,A00002463,Owner,2022-07-25 20:01:43.719715
D00002975,2975,A00002464,Owner,2022-07-20 06:54:37.719715
D00002976,2976,A00002465,Owner,2022-07-18 23:20:14.719715
D00002977,2977,A00002466,Owner,2022-07-19 18:07:54.719715
D00002978,2978,A00002467,Owner,2022-07-25 21:36:15.719715
D00002979,2979,A00002468,Owner,2022-07-16 18:46:28.719715
D00002980,2980,A00002469,Owner,2022-07-20 05:47:07.719715
D00002981,2981,A00002470,Owner,2022-07-19 13:54:02.719715
D00002982,2982,A00002471,Owner,2022-07-24 16:19:20.719715
D00002983,2983,A00002471,User,2022-07-25 08:25:36.719715
D00002984,2984,A00002472,Owner,2022-07-21 19:05:01.719715
D00002985,2985,A00002472,User,2022-07-20 06:13:17.719715
D00002986,2986,A00002473,Owner,2022-07-24 11:06:08.719715
D00002987,2987,A00002473,User,2022-07-18 20:44:59.719715
D00002988,2988,A00002474,Owner,2022-07-23 15:13:37.719715
D00002989,2989,A00002475,Owner,2022-07-18 17:03:48.719715
D00002990,2990,A00002476,Owner,2022-07-24 21:58:03.719715
D00002991,2991,A00002476,User,2022-07-17 02:35:54.719715
D00002992,2992,A00002477,Owner,2022-07-22 19:38:50.719715
D00002994,2994,A00002479,Owner,2022-07-23 13:21:12.719715
D00002995,2995,A00002480,Owner,2022-07-15 22:24:42.719715
D00002996,2996,A00002481,Owner,2022-07-21 20:41:19.719715
D00002997,2997,A00002482,Owner,2022-07-19 19:27:05.719715
D00002998,2998,A00002483,Owner,2022-07-23 07:32:37.719715
D00002999,2999,A00002484,Owner,2022-07-15 02:10:16.719715
D00003000,3000,A00002485,Owner,2022-07-18 00:00:40.719715
D00003001,3001,A00002486,Owner,2022-07-18 05:37:44.719715
D00003002,3002,A00002487,Owner,2022-07-22 16:26:57.719715
D00003003,3003,A00002488,Owner,2022-07-25 18:48:34.719715
D00003004,3004,A00002488,User,2022-07-15 03:38:21.719715
D00003005,3005,A00002489,Owner,2022-07-25 02:52:43.719715
D00003006,3006,A00002490,Owner,2022-07-22 01:47:01.719715
D00003007,3007,A00002491,Owner,2022-07-18 20:50:33.719715
D00003008,3008,A00002492,Owner,2022-07-22 13:00:43.719715
D00003009,3009,A00002493,Owner,2022-07-25 13:05:04.719715
D00003010,3010,A00002493,User,2022-07-24 17:29:30.719715
D00003011,3011,A00002494,Owner,2022-07-15 21:52:30.719715
D00003012,3012,A00002495,Owner,2022-07-24 17:57:06.719715
D00003013,3013,A00002496,Owner,2022-07-25 10:54:36.719715
D00003014,3014,A00002496,User,2022-07-23 11:30:10.719715
D00003015,3015,A00002497,Owner,2022-07-24 09:36:44.719715
D00003016,3016,A00002498,Owner,2022-07-16 06:22:27.719715
D00003017,3017,A00002499,Owner,2022-07-19 13:29:46.719715
D00003018,3018,A00002500,Owner,2022-07-21 21:25:07.719715
D00003019,3019,A00002501,Owner,2022-07-22 11:35:36.719715
D00003020,3020,A00002502,Owner,2022-07-16 21:40:06.719715
D00003021,3021,A00002503,Owner,2022-07-16 13:11:20.719715
D00003022,3022,A00002503,User,2022-07-22 15:50:49.719715
D00003023,3023,A00002504,Owner,2022-07-18 02:52:58.719715
D00003024,3024,A00002505,Owner,2022-07-24 21:00:15.719715
D00003025,3025,A00002505,User,2022-07-19 02:37:08.719715
D00003026,3026,A00002506,Owner,2022-07-22 23:50:04.719715
D00003027,3027,A00002507,Owner,2022-07-24 16:11:02.719715
D00003028,3028,A00002508,Owner,2022-07-18 18:36:40.719715
D00003029,3029,A00002509,Owner,2022-07-25 22:54:25.719715
D00003030,3030,A00002510,Owner,2022-07-25 07:35:06.719715
D00003031,3031,A00002511,Owner,2022-07-17 04:01:20.719715
D00003032,3032,A00002511,User,2022-07-23 22:32:46.719715
D00003035,3035,A00002513,Owner,2022-07-19 08:09:32.719715
D00003036,3036,A00002514,Owner,2022-07-22 00:01:03.719715
D00003037,3037,A00002515,Owner,2022-07-21 20:20:47.719715
D00003038,3038,A00002516,Owner,2022-07-22 02:00:31.719715
D00003039,3039,A00002517,Owner,2022-07-20 07:56:29.719715
D00003041,3041,A00002519,Owner,2022-07-18 11:47:33.719715
D00003042,3042,A00002520,Owner,2022-07-18 03:02:49.719715
D00003043,3043,A00002521,Owner,2022-07-21 05:23:10.719715
D00003044,3044,A00002522,Owner,2022-07-16 08:24:05.719715
D00003045,3045,A00002523,Owner,2022-07-18 13:18:49.719715
D00003046,3046,A00002524,Owner,2022-07-18 22:07:03.719715
D00003047,3047,A00002525,Owner,2022-07-15 13:30:27.719715
D00003048,3048,A00002526,Owner,2022-07-15 12:39:37.719715
D00003049,3049,A00002527,Owner,2022-07-19 16:23:56.719715
D00003050,3050,A00002527,User,2022-07-23 19:33:33.719715
D00003051,3051,A00002528,Owner,2022-07-22 03:31:03.719715
D00003054,3054,A00002530,Owner,2022-07-21 17:15:13.719715
D00003055,3055,A00002531,Owner,2022-07-25 07:36:41.719715
D00003056,3056,A00002532,Owner,2022-07-24 19:33:32.719715
D00003057,3057,A00002532,User,2022-07-21 23:18:10.719715
D00003058,3058,A00002533,Owner,2022-07-24 11:45:02.719715
D00003059,3059,A00002534,Owner,2022-07-25 05:25:38.719715
D00003060,3060,A00002535,Owner,2022-07-23 05:29:19.719715
D00003061,3061,A00002535,User,2022-07-24 06:46:42.719715
D00003062,3062,A00002536,Owner,2022-07-15 00:15:55.719715
D00003063,3063,A00002537,Owner,2022-07-18 19:44:37.719715
D00003064,3064,A00002538,Owner,2022-07-21 09:50:57.719715
D00003065,3065,A00002539,Owner,2022-07-25 13:43:11.719715
D00003066,3066,A00002540,Owner,2022-07-16 06:42:11.719715
D00003067,3067,A00002541,Owner,2022-07-22 15:03:52.719715
D00003068,3068,A00002541,User,2022-07-15 21:27:48.719715
D00003069,3069,A00002542,Owner,2022-07-21 12:02:57.719715
D00003070,3070,A00002543,Owner,2022-07-19 06:37:59.719715
D00003071,3071,A00002544,Owner,2022-07-18 02:51:18.719715
D00003072,3072,A00002545,Owner,2022-07-22 07:41:47.719715
D00003073,3073,A00002545,User,2022-07-21 15:08:47.719715
D00003074,3074,A00002546,Owner,2022-07-22 00:14:38.719715
D00003075,3075,A00002547,Owner,2022-07-19 12:34:58.719715
D00003076,3076,A00002548,Owner,2022-07-17 02:54:26.719715
D00003077,3077,A00002549,Owner,2022-07-18 00:13:56.719715
D00003078,3078,A00002549,User,2022-07-16 03:28:23.719715
D00003079,3079,A00002550,Owner,2022-07-23 20:04:20.719715
D00003080,3080,A00002551,Owner,2022-07-17 10:11:03.719715
D00003081,3081,A00002551,User,2022-07-24 12:17:33.719715
D00003082,3082,A00002552,Owner,2022-07-17 22:42:27.719715
D00003083,3083,A00002553,Owner,2022-07-21 23:41:42.719715
D00003084,3084,A00002554,Owner,2022-07-24 01:34:47.719715
D00003085,3085,A00002555,Owner,2022-07-18 17:40:56.719715
D00003086,3086,A00002555,User,2022-07-22 12:29:55.719715
D00003087,3087,A00002556,Owner,2022-07-19 21:57:46.719715
D00003088,3088,A00002557,Owner,2022-07-17 22:28:15.719715
D00003089,3089,A00002558,Owner,2022-07-18 22:43:28.719715
D00003090,3090,A00002559,Owner,2022-07-19 11:29:57.719715
D00003091,3091,A00002560,Owner,2022-07-24 15:31:53.719715
D00003092,3092,A00002561,Owner,2022-07-16 23:23:09.719715
D00003093,3093,A00002562,Owner,2022-07-25 05:35:46.719715
D00003094,3094,A00002563,Owner,2022-07-20 15:20:35.719715
D00003095,3095,A00002564,Owner,2022-07-16 11:30:14.719715
D00003096,3096,A00002565,Owner,2022-07-18 02:56:54.719715
D00003097,3097,A00002566,Owner,2022-07-17 07:17:36.719715
D00003098,3098,A00002567,Owner,2022-07-15 12:03:24.719715
D00003099,3099,A00002568,Owner,2022-07-23 06:04:41.719715
D00003100,3100,A00002569,Owner,2022-07-17 06:41:19.719715
D00003101,3101,A00002570,Owner,2022-07-15 05:13:16.719715
D00003102,3102,A00002571,Owner,2022-07-15 14:32:26.719715
D00003103,3103,A00002572,Owner,2022-07-17 21:37:10.719715
D00003104,3104,A00002573,Owner,2022-07-22 20:58:34.719715
D00003105,3105,A00002574,Owner,2022-07-25 13:24:11.719715
D00003106,3106,A00002575,Owner,2022-07-16 21:43:27.719715
D00003107,3107,A00002576,Owner,2022-07-19 05:32:35.719715
D00003108,3108,A00002576,User,2022-07-17 23:40:20.719715
D00003109,3109,A00002577,Owner,2022-07-21 10:02:08.719715
D00003110,3110,A00002578,Owner,2022-07-16 23:29:18.719715
D00003111,3111,A00002578,User,2022-07-15 03:56:09.719715
D00003112,3112,A00002579,Owner,2022-07-24 01:12:07.719715
D00003113,3113,A00002580,Owner,2022-07-20 23:39:34.719715
D00003114,3114,A00002580,User,2022-07-21 12:26:34.719715
D00003115,3115,A00002581,Owner,2022-07-16 03:59:42.719715
D00003116,3116,A00002582,Owner,2022-07-21 16:54:05.719715
D00003117,3117,A00002583,Owner,2022-07-19 09:21:59.719715
D00003118,3118,A00002583,User,2022-07-22 09:00:23.719715
D00003119,3119,A00002584,Owner,2022-07-20 05:43:35.719715
D00003120,3120,A00002585,Owner,2022-07-20 01:02:29.719715
D00003121,3121,A00002586,Owner,2022-07-18 14:22:24.719715
D00003122,3122,A00002586,User,2022-07-24 08:33:41.719715
D00003123,3123,A00002587,Owner,2022-07-25 23:13:26.719715
D00003124,3124,A00002588,Owner,2022-07-19 23:26:52.719715
D00003125,3125,A00002589,Owner,2022-07-18 23:17:52.719715
D00003126,3126,A00002590,Owner,2022-07-25 21:43:55.719715
D00003127,3127,A00002591,Owner,2022-07-20 12:41:49.719715
D00003128,3128,A00002592,Owner,2022-07-16 23:39:08.719715
D00003129,3129,A00002593,Owner,2022-07-25 15:50:24.719715
D00003130,3130,A00002594,Owner,2022-07-15 22:40:22.719715
D00003131,3131,A00002595,Owner,2022-07-17 00:46:16.719715
D00003132,3132,A00002596,Owner,2022-07-20 04:38:04.719715
D00003133,3133,A00002597,Owner,2022-07-20 08:36:33.719715
D00003134,3134,A00002598,Owner,2022-07-18 13:06:20.719715
D00003135,3135,A00002599,Owner,2022-07-17 11:23:56.719715
D00003136,3136,A00002600,Owner,2022-07-18 04:52:23.719715
